별점(평점),리뷰내용,작성일자,공감횟수,비공감횟수
10,방금보고 나왔는데 진짜 인생코미디영화 천만갑시다,2019.01.27 13:59,3,0
10,범죄도시는 주먹으로 스트레스 해소안시성은은 전투신으로 스트레스 해소아쿠아맨은 영상으로 스트레스 해소보에미안 랩소디는 음악으로 스트레스해소극한직업은 그냥 열라 웃기는 코미디로 스트레스 해소즉 너무 재미있었다는 영화로 ...,2019.01.27 13:20,3,0
10,"지금까지 이런맛은 없었다, 이것은 갈비인가 통닭인가 수원 왕갈비통닭입니다",2019.01.27 13:09,3,0
10,시간가는줄 모르고 재밌게봤네요ㅋㅋ극한직업 최고!,2019.01.27 12:56,3,0
10,진짜 세상 지구끝까지 웃김 ㅠㅠㅠ 나이거 진지 장난안치고 3번째 내돈주고 보는데 오늘도 보러갈꺼에용 진짜 존나웃김,2019.01.27 10:01,3,0
10,시원하게 웃고 나오니 기분이 좋고 소화도 잘 되고 고마운 영화였습니다,2019.01.27 06:41,3,0
10,40 평생 제일 많이 웃은 영화 ㅋㅋ,2019.01.27 05:49,3,0
10,원래잘 평가안하는대 너무 잼있어서 놀랐어요..,2019.01.27 04:27,3,0
10,영화보는데 중년의 관객들이 많았음....이건 바로 천만각이라는것!호흡이 이렇게 스피드하고 촥촥 감기게 웃길수있는지이런게 코믹 영화지!!!브라보!천만 가즈아,2019.01.27 02:48,3,0
10,재밌어요엄청납니다엄지척,2019.01.27 02:28,3,0
10,웃기고 재미있었어요 돈 아깝지 않았음,2019.01.27 02:27,3,0
10,정말 대존잼 꼭 보세요!!!,2019.01.27 02:26,3,0
10,와...영화관 7살때부터 갔는데 메가박스 븨븨아피로써..  제 영화관인생 25년 통틀어서 첨부터 끝날때까지 웃고 즐겨본영화... 대억지스런 영웅담이 아니라 더좋았습니다최고.  부모님모시고 보러갔는데낼은 남편하고 한번...,2019.01.27 02:17,3,0
10,온가족이 너무나 유쾌하게 보고 왔어요^^ 최고!!!,2019.01.27 01:57,3,0
10,이동휘 이동휘 이동휘 매력폭팔 공명사랑해,2019.01.27 01:05,3,0
10,역대급영화 시리즈로 나온다 꼭!!,2019.01.27 00:50,3,0
10,젠짜 너무 재밋곸ㅋㅋㅋ취향저격한 영화....처음부터끝까지 웃겨죽는둘ㅋㅋㅋ 시간가는줄모르는 영화는 이게 처음인듯,2019.01.26 01:23,3,0
10,최근들어 가장 신나게 눈물글썽이며 웃다가 나왔습니다. 주변에도 추천했어요. 최고예요.. 꼭 보세요.,2019.01.26 01:17,3,0
10,영화관에서 쉴새없이 웃었습니다 ㅋㅋㅋ,2019.01.26 01:15,3,0
10,영화관에서 이렇게 웃긴 처음 ㅜ,2019.01.26 01:12,3,0
10,미친듯이 웃었네요. 강추합니다.,2019.01.26 01:08,3,0
10,끝까지 하나도안지루하고 시간가는줄 모르고 봤어요 진짜재밌고 제주변에도 추천할 생각이에요 후회없슴당ㅋㅋㅋ,2019.01.26 01:08,3,0
10,통닭 먹고 싶을까봐 일부러 통닭 먹고 관람 했는데 웃다가 배 다 꺼져서 2차로 치킨뜯으러 가게 만드는 영화 ㅋㅋ“수원 왕갈비 통닭 흥해라 흥흥”,2019.01.26 01:05,3,0
10,심야로봤는데~ 겁나 웃다가왔네요^^♡정말 강추합니당~2편도 나옴 꼭 보러가려구요~,2019.01.26 01:05,3,0
10,류승룡에 좀비반장 OOO기력 막판에좀비모드각ㅎㅎㅎ 진선규코믹연기 좋아서요 앞으로도 이렇게 웃긴 영화마니 나와스면 좋겟네요 강추합니다 엣날의어릴때 박중훈표 코믹영화도 마니 기억나고 좋아서요 아무생각없이  엄청나게 재밋...,2019.01.25 18:46,3,0
10,간만에 많이 웃었습니다 배우들 조합이 의외로 좋았고요마지막장면ㅎㅎㅎ,2019.01.25 18:34,3,0
10,단언컨대 올해 최고 웃긴영화,2019.01.25 17:04,3,0
10,배꼽빠지는줄ㅋㅋ  평점 9.5까지 올리자,2019.01.25 17:03,3,0
10,진짜 처음부터 끝까지 웃으면서 봤습니다ㅠㅠ ㅋㅋㅋ,2019.01.25 16:53,3,0
10,ㄹㄹ 개웃음 존나 병맛흐름 내수탈,2019.01.25 16:52,3,0
10,처음 부터 끝까지 웃다가 나옴ㅋㅋㅋ 간만에 돈 아깝지 않은 영화ㅋㅋ,2019.01.25 16:50,3,0
10,웃겨요 모든장면 재미져요 하하하하,2019.01.25 16:44,3,0
10,진짜 국내영화중 제일 재밌었다,2019.01.25 16:12,3,0
10,첨부터 끝까지 웃으면서 봤네요,2019.01.25 15:58,3,0
10,오랜만에 실컷 웃었네요 회사회식후 다같이 봤는데..20대에서부터 60대까지 정말 다 재밋으시다고 또 보실거라고 합니다..지금도 사무실에서 영화이야기하며 다들 빵터졌어요..ㅋㅋ,2019.01.25 14:28,3,0
10,이거...뭐야??? 이거 왜 재밌어?,2019.01.25 12:58,3,0
10,지금까지 이런맛은 없었다 이것이 갈비인가 통닭인가 꼭 보세요ㅠㅠ보고 나와서 저녁으로 치킨 먹었습니다,2019.01.25 11:06,3,0
10,초등학교3학년짜리랑 같이봐도 될까요?,2019.01.25 10:57,3,0
10,후회없는 선택이였습니다굿,2019.01.25 10:48,3,0
10,진짜 3번봐도 웃으면서 볼 영화간만에 빵빵 터지면서 영화봤네요ㅎㅎ,2019.01.25 08:21,3,0
10,배달의민족 떡상각 ㅋㅋㅋ,2019.01.25 08:19,3,0
10,진선규가 자신의 보스 장첸 여친이랑 눈맞는 영화.이병헌감독 작품은 특유의 말투나 개그레파토리가 있는데 이게 항상 웃김ㅋ.. 그중 최고가 극한직업임ㅋㅋ,2019.01.25 08:03,3,0
10,재밌어요 ~ 재미지다 ~,2019.01.25 06:48,3,0
10,이때까지 이런 재미는 없었다이것은 형사인가 바보인가,2019.01.25 02:53,3,0
10,확실히 웃김!!!  재밌네요,2019.01.25 02:34,3,0
10,ㅋㅋㅋ 쏴  개터졌네  돈이 아깝지 않네요,2019.01.25 02:33,3,0
10,스물보다 재밌었어요~~~스물은 민망하고 그런게 많았는데 극한직업 재밌어서 다행이었어요..최근에 본 내안의 그놈? 그것도 재밌게봤는데  극한직업도 너무 만족스러웠어여 다들 보셨으면 요즘 보는것마다 성공이네요,2019.01.25 02:08,3,0
10,이게 왜 호불호가 갈리는지 전혀모르겠는데너무 재밋게 잘봤습니다 한번 더 보고싶네요와중에 이하늬씨 너무예뻐요 ㄹㅇ 최근 영화 두개 망작보고 봐서 그런지 더 재밋었음,2019.01.25 02:01,3,0
10,초반 진짜 잼나요막판도 잼나요,2019.01.25 01:56,3,0
10,정말 너무 재밌게 봤어요 ㅠㅠ 오랜만에 이런 대작이!!!! 꼭보세요... 안보면 서운한영화! 재밌다고 적고싶어서 처음 적어보네요!!! 연기도 너무 다 잘해서 정말종멀 재밌어요 ㅠㅠ,2019.01.25 01:49,3,0
10,진짜 처음부터 끝까지 완전 웃김!!!,2019.01.25 01:48,3,0
10,꼭보자 존잼이에요진짜 저는 존잼,2019.01.25 01:48,3,0
10,정말 재밌었어요. bb,2019.01.25 01:47,3,0
10,처음부터 끝날때까지 웃다가 나옴...,2019.01.25 01:46,3,0
10,극장에서 웃다가 진 빠지긴 처음이넼ㅋㅋㅋ재밌습니다 핵강추!!!!,2019.01.25 01:41,3,0
10,ㄹㅇ 개꿀잼이다진짜 처음 글남긴다,2019.01.25 01:41,3,0
10,웃겨죽을뻔함거기에 액션까지 좋다,2019.01.25 01:41,3,0
10,2시간내내 웃고 편하게 즐길수 영화에요 ㅎㅎ,2019.01.25 00:29,3,0
10,솔직히 처음에는 조금 뻔한스토리여서재미없는줄 ㅋㅋ생각없이 편하게 즐겨야함 ㅋㅋㅋ갈수록 개웃김 ㅋㅋㅋ억지스러운 감동 없이 계속 웃김 ㅋㅋㅋ짱잼 ㅋㅋ,2019.01.25 00:21,3,0
10,오래만에 검나 웃엇네..,2019.01.25 00:20,3,0
10,평점 처음남깁니다. 여자친구가 보자고해서 봤습니다.원래 유치한 개그영화는 오글거려서 별로 안좋아하는데 이건... 진짜 그냥 리얼웃음나와요 ㅋㅋ 너무웃김... 억지웃음이아니라 진짜웃겨요... 꼭 보세요,2019.01.25 00:19,3,0
10,생각보다 존내 꿀잼이었네못 봤으면 꼭 봐라,2019.01.25 00:14,3,0
10,한국영화 오랜만에 빵빵터졋다후회안한다,2019.01.25 00:14,3,0
10,더도말고 덜도말고 인생영화,2019.01.25 00:14,3,0
10,아무 생각이나 부담 없이 웃다 나왔습니다.,2019.01.25 00:13,3,0
10,잼나게 봤네요 편하게 아무 생각없이 ㅋ,2019.01.25 00:13,3,0
10,범죄도시봤으면 한번더터진다,2019.01.25 00:13,3,0
10,대박 재밋어요 원래 댓글안다는데ㅋㅋㅋㅋ처음부터 끝까지 ㅋㅋㅋ웃겨가지고 오랜만에 웃기고재밋는거보내요,2019.01.25 00:12,3,0
10,나중에 시간이 흘러 명절 고정 영화프로그램 될듯 ㅋㅋ 겁나 웃김,2019.01.25 00:02,3,0
10,진짜 존잼임 그냥보세요 여러분.,2019.01.24 23:58,3,0
10,역대급임 베테랑다음으로 재밌었음ㅋㅋ 댓글알바아님 이거 100만돌파할거같음,2019.01.24 23:57,3,0
10,지금까지 이런맛은 없었다 이것은 갈비인가 통닭인가 수원왕갈비통닭입니다... 이말 너무 기억에 남아요ㅋㅋ,2019.01.24 23:55,3,0
10,지금까지 이런 영화는 없었다. 개콘인가 코빅인가. 개꿀잼임 ㅋㅋㅋ 진짜 신파 없어서 어 좋았구 흐름 끊김 없이 툭툭 계속 웃김 ㅋㅋ 진짜 개꾸르잼. 공명 민폐일줄 알았는데 연기잘했음 다른배우들 말할것도 없이 연기 장...,2019.01.24 23:54,3,0
10,코미디영화의단점인 끝에가서흐지부지해지거나 신파로빠지는부분같은거 없어서 좋았다 보는내내 정신없이웃다나옴ㅋㅋ,2019.01.24 23:41,3,0
10,아주 훌륭한 영화입니다.,2019.01.24 21:47,3,0
10,진짜 웃다가 끝남ㅋ 너무 재미있고 원래 한번본거 다시 안보는데 다시 보고 싶을정도로 웃김 오랜만에 제대로된 코미디 영화 본 느낌~~,2019.01.24 21:45,3,0
10,진짜 재밌음 개봉 첫날 오전에 평점 별로길래 볼까 말까 고민했는데 극장 사람들 다 빵터지고 진짜 잼밌고 괜찮은 영화였음 추천추천,2019.01.24 21:45,3,0
10,잼있어요~~간만에 신나게 웃었네요~~설에 가족과 보기에는 최고네여~~,2019.01.24 21:45,3,0
10,영화관 관람했는데 재밌음 웃김ㅋㅋ쫌 뻔한데 개그코드가 잘 맞고 같이 본 들도 빵빵 터지고 엄청 크게 웃었음 추천 추천,2019.01.24 21:44,3,0
10,진짜 보다가 계속 웃었어요ㅋㅋㅋ 계속 사건사건이 있어서 너무 웃기고 가족끼리 보기 좋아요!,2019.01.24 21:43,3,0
10,웃길거면 이렇게 좀 쌈빡하게 웃기자!!!!,2019.01.24 21:43,3,0
10,자기에게 맞는 역할을 찾아간 류승룡,2019.01.24 21:27,3,0
10,와 대박잼 끝까지웃음선사 역시 기대했던보람이있네요 ㅜㅜ드라마로도 나왔으면 하는바램까지있어요 영화에나왔던분들다 너무재밋어용 특히 진선규배우님 중국어알아들었을때 범죄도시생각남ㅋ꼭 천만되기를!!!,2019.01.24 21:27,3,0
10,지금까지 본 코미디영화 중 최강이다,2019.01.24 21:27,3,0
10,웃겨서 오줌싸본적 있나요? 척척합니다...,2019.01.24 21:26,3,0
10,존잼존잼대존잼짱짱짱,2019.01.24 21:25,3,0
10,오랜만에 신파극 없이 재미만을 추구한 영화입니다,2019.01.24 21:11,3,0
10,진짜 보는데 너무웃겨서 영화관인데도 저도모르게 빵터진게 많았어요 진짜 너무재밌음 강추강추!♡,2019.01.24 21:10,3,0
10,추천함ㅋㅋ존나웃김ㅋㅋㅋ,2019.01.24 21:10,3,0
10,진심 광대아픔 레알 웃다가 나왔음,2019.01.24 21:01,3,0
10,진짜 제가 본영화중에 킹갓,2019.01.24 21:00,3,0
10,정말정말 재미있었어요~ 시작부터 끝까지 웃다왔어요. 유치한 유머코드가 아니라 박장대소하게 했어요. 극중 캐릭터의 반전매력도 짱이예요.강추합니다.,2019.01.24 20:40,3,0
10,"캐스팅만 놓고 볼 수 없는 엄청난 케미, 찰진 대사, 중독성 강한 코믹 액션이네요~ ㅎㅎ 명절 연휴에 한번씩 보시는것 추천드립니다. ㅎㅎㅎ",2019.01.24 17:14,3,0
10,그냥 처음부터 계속 웃다가 나와서도 계속 웃었다...진짜 아침에 영화보고 또 볼까 생각한 영화도 처음...,2019.01.24 17:12,3,0
10,ㅋㅋㅋ졸잼이였음요 짱임ㅋ,2019.01.24 17:10,3,0
10,아침에 보고 왔는데 완전 빵 빵 터졌어요,2019.01.24 17:05,3,0
10,방금보고나옴ㅋ 재밌음!,2019.01.24 17:01,3,0
10,진짜 추천 공명님 다시봤다ㅠㅠㅠㅠ,2019.01.24 16:45,3,0
10,진짜 머리가 아파 너무 웃겨서,2019.01.24 16:44,3,0
10,진심 ㄱㅐ존잼.. 첨부터 끝까지 웃다가 끝남 ㅋㅋ,2019.01.24 16:43,3,0
10,강추 합니다. 재밌어요. ㅎㅎ,2019.01.24 16:39,3,0
10,연기도 좋고 재밌고 오랜만에 진짜로 웃었습니다. ㅎㅎ,2019.01.24 16:35,3,0
10,영화보다가 이렇개웃은적처음ㅠㅠㅈㄴ웃김,2019.01.24 16:31,3,0
10,기분이 별로 안좋은상태로 영화보러 들어갔는데 나올때는 웃으면서 나왔어요,2019.01.24 15:27,3,0
10,아무생각없이 킬링타임 영화로는 좋음~~,2019.01.24 15:26,3,0
10,웃음 코드 확실하게 잡은것 같다,2019.01.24 15:07,3,0
10,개봉당일 예고도 안 보고 가서 봤습니다. 웃음 포인트가 많고 액션도 좋아서 시간 가는 줄 모르고 봤어요 !,2019.01.24 06:15,3,0
10,개인적으로 한국 코믹 장르중에선 최고였던듯,2019.01.24 01:12,3,0
10,한참웃더가나왔어요 ㅋㅋ,2019.01.24 01:10,3,0
10,뭐 뻔한것같지만 그래도 재미있습니다,2019.01.23 16:14,3,0
10,12시에 혼영 하고 왔는데 재밌어요^^ 영화관 안 사람들 다 같이 계속 웃음 터졌어요 ㅋㅋ 액션 씬도 재밌었고 마지막까지 웃음,2019.01.23 15:13,3,0
10,진짜 진심 대박많이 웃었습니다 ㅋㅋ영화보고 집에 돌아와서도 생각이나 웃었습니다 ㅋㅋㅋ2시간이 너무 짧았습니다~♡,2019.01.23 15:03,3,0
10,간만에 실컷웃었네요 액션과 웃음 두가지를 제대로 잡은 오락영화입니다 몇몇 영화에 대한 오마쥬도 무척 재미있었고 특히나 이하늬님과 진선규님의 쏴버리고? 싶은 액션은 정말 화룡점정이었네요 ㅋㅋ,2019.01.23 15:02,3,0
10,진짜 너무 재미있어서 보는 내내 웃겨가지고 영화관에서 엄청 크게 웃었어요ㅋㅋㅋㅋ 한 번 더 봐도 재밌을 듯한 영화에요ㅋㅋㅋㅋ 장면 하나하나 가 진짜 기억에 많이 남는 영화에여 그러니 !!!!강추!!!!,2019.01.23 15:01,3,0
10,보는 내내 웃겼던거 같음ㅋㅋ,2019.01.23 14:51,3,0
10,완전 꿀잼  강추합니다  꼭 보세요.,2019.01.23 14:50,3,0
10,재밌어요 오랜만에 영화보면서 웃었네,2019.01.23 13:00,3,0
10,"한참 웃었던 영화, 간만에 너무 재밌었습니다.",2019.01.23 12:58,3,0
10,웃다가 시간가는줄몰랏네요,2019.07.02 00:04,4,1
10,웃기려고 만들었다에 공감합니다.,2019.07.01 17:02,4,1
10,2번 봤습니다 꿀잼이예요,2019.07.01 16:04,4,1
10,온가족이 대박~ 잽있게 보고 왔어요,2019.04.28 18:39,4,1
10,깜빡했다가 지금 적네요 진짜 재미있어요,2019.04.28 18:02,4,1
10,굿입니다 굿이에요 재밋썽,2019.04.28 14:17,4,1
10,빵빵터져서 너무재밌었어요,2019.04.28 13:50,4,1
10,재밌어서 시간가는줄 몰랐던 영화 최고,2019.04.28 13:26,4,1
10,간결하고 빠른 전개로 재밌네요~,2019.04.28 13:25,4,1
10,정말 매우ㅈㄴ 재밋었음,2019.04.28 10:36,4,1
10,영화의 줄거리나 내용의재미성 연기 모두좋았음 내 최고의 영화인듯두번세번보는이유가 재밌어서구나,2019.04.28 06:32,4,1
10,ㅋㅋ..재미있네요.재미있어,2019.04.28 04:27,4,1
10,완전재미나게봤어요~~~~,2019.04.27 10:28,4,1
10,간만에 본 개꿀잼 국내영화,2019.04.26 09:07,4,1
10,좋았음.올만에 아들이랑 봄,2019.04.26 08:02,4,1
10,그냥 아무생각없이 처음부터 끝까지 웃었던 영화에요 너무 재밌게 봤습니다 ^^,2019.04.26 02:07,4,1
10,너무 잼있게 봤습니다 ~~,2019.04.25 08:42,4,1
10,각자 넘 웃긴 영화~~갈비 왕 치킨~~,2019.04.25 07:50,4,1
10,ㅇ0ㅇ 지금까지 이런 리뷰는 없었다,2019.04.25 00:47,4,1
10,간만에 영화보고 엄청 웃었음ㅎㅎ,2019.04.25 00:04,4,1
10,정말 웃겨요.잘 봤습니다!,2019.04.24 22:12,4,1
10,그냥 재밌고 오랜만어ㅣ생각없이 우섰어요,2019.04.24 21:12,4,1
10,실컷 웃음^^완전 강추,2019.04.24 20:45,4,1
10,힘 빼고 가볍게 웃으면서 보기에 좋은데 그게 ㅈㄴ 웃김,2019.04.24 20:41,4,1
10,재밌었어용 오랜만에 즐거웠습니다,2019.04.24 20:21,4,1
10,ㅎㅎ 너무  웃겼어요 집에서 혼자봐도 이렇게 웃긴데 극장에서 여럿이 봤으면 더 웃었겠어요.,2019.04.24 20:17,4,1
10,이것이 9점인가 10점인가,2019.04.24 18:48,4,1
10,굳굳구루루루굳굳재밌습니다,2019.04.24 09:40,4,1
10,간만에 실컫 웃었네요.,2019.04.23 23:22,4,1
10,정말 재미있었습니다!^^,2019.04.23 21:13,4,1
10,말이 필요 없는 영화!!,2019.04.23 20:46,4,1
10,꿀잼 ㄹㅇ한국영화치고 재밋어요,2019.04.23 19:49,4,1
10,오랜만에 이렇게 재밋는 영화 처음보네요,2019.04.23 19:03,4,1
10,"범인을 잡을 것인가, 닭을 잡을 것인가!",2019.04.23 18:57,4,1
10,좋았음. 연기도 ~~뻔한 스토리 다른 감동,2019.04.23 14:42,4,1
10,좋았음. 연기도 ~~뻔한 스토리 다른 감동,2019.04.23 14:42,4,1
10,정말 재미있게  잘봣습니다,2019.04.23 04:14,4,1
10,저 요새 좀 우울해서 웃을 일이 많지 않았는데  진짜 엄청 웃었네요 감사합니다 감독님과 배우들!!!,2019.04.20 09:29,4,1
10,미친듯이 웃고 나니 스트레스 풀린 영화,2019.04.20 08:39,4,1
10,시간가는줄 모르고 본 영화 오랜만이네요 꿀잼인정~,2019.04.20 02:22,4,1
10,제미있어요 제미있어요 제미있어요,2019.04.18 22:17,4,1
10,아주아주 재미나요..,2019.04.18 21:52,4,1
10,"111분의 시원한 힐링 타임. 그래, 웃기려면 이렇게 제대로 웃겨야 제맛이다. 류승룡 이하늬 진선규 이동휘 공명 신하균 오정세 등등 배우 한 명 한 명의 개성 살린 연기도 인상적. 단, 폭력+마약은 한국 영화가 좀 ...",2019.03.09 09:42,4,1
10,마약반 형사님들 다섯 분 덕분에 두 시간 신나게 웃었습니다.  가족과 함께 부담없이 볼 수 있었던 행복한 영화.  [극한 직업 2] 기대합니다~♡,2019.02.27 00:06,4,1
10,"한국 천만영화 2위는 억지로 웃기려는 영화, 천만영화 3위는 억지로 울리려는 영화 평점을 높게 주는건 그게 나쁜것이라곤 볼 수 없기 때문 하지만 상위권에 국내작 예술적인 영화 한편쯤은 있었으면 좋겠다ㅠ",2019.02.22 18:57,4,1
10,꿀쟘 1500만 찍장 ㅠㅠㅠㅠ,2019.02.15 21:22,4,1
10,이 영화를 저평가하는 사람들은 우리나라 코미디영화 어떻게 보냐. 기승전 신파극으로 억지눈물 쏟게하는 노답영화들에 비하면 수작아님?,2019.02.15 08:43,4,1
10,실컷웃고 재미나게 보고 나왔네요!모든배우들 연기도 최고,2019.02.15 07:09,4,1
10,웃긴거 인정 계속 웃다나옴,2019.02.15 05:43,4,1
10,즐겁고 정말 좋았어요.,2019.02.15 02:25,4,1
10,너무 재미있게 가족들이랑 잘 봤어요,2019.02.15 01:48,4,1
10,부담없이 재밋게 봤습니다. 류승룡씨의 전화멘트가 귀에 맴도네요,2019.02.15 01:44,4,1
10,공명 : 뭐라고요?류승룡 : 쏴아. 쏴아아아,2019.02.13 13:50,4,1
10,여태껏 본 코믹영화중에서 최강인거같아요!!처음ㅈ부터 끝까지 웃기더라구요!감정 장면도 없ㄱ도 진짜 웃기만 하다가 왓어요ㅕ ㅎㅎ,2019.02.12 14:33,4,1
10,계속 웃을 수 있어서 즐거운 영화..소문처럼 재미있네요,2019.02.09 10:07,4,1
10,두번 볼 정도로 재밌어요ㅠㅠ,2019.02.09 10:07,4,1
10,병맛으로 아주가며운마음으로보시면 재밌음,2019.02.09 03:28,4,1
10,시부모님 모시고 봤는데 정말 재밌어하셨어요!,2019.02.09 00:31,4,1
10,굳  좋아  아주좋아  턱돌아갈뻔ㅋㅋ,2019.02.09 00:25,4,1
10,시작부터 끝까지 지루함없이 엄청 웃었네요~^^영화끝나자마자 치맥하러 고고씽 했답니다 ㅋ,2019.02.09 00:03,4,1
10,진짜 너무 웃기다. 미쳤다ㅋㅋㅋㅋ그리고 이동휘 배우가 이렇게 멋있고 설레는 사람인줄 몰랐다...,2019.02.09 00:01,4,1
10,주위에서 다 봤다고 2번 봤다고해서 기대하고 봤는데 기대이상이네요! 억지 웃음없이 보는내내 시간 가는줄 모르고 재밌었어요!!!,2019.02.09 00:00,4,1
10,부담없이 보기 너무 좋네요 ㅎㄹ,2019.02.08 23:59,4,1
10,그냥 대존잼. 이하늬씨 연기 너무 사랑스러웠음,2019.02.08 15:01,4,1
10,또보고 싶은 영화~^^,2019.02.08 14:55,4,1
10,과속스캔들 다음 ㅋㅋㅋ,2019.02.08 00:09,4,1
10,가볍게 재미있었습니다,2019.02.08 00:04,4,1
10,재밌던데요. 특히 마지막 결투장면서 공명이 뽕에취해 나대는 장면과 류의 좀비장면에는 배꼽잡았슴다.,2019.02.07 19:05,4,1
10,일단 정치색이 없어서 너무 좋았어요!!!,2019.02.07 18:09,4,1
10,아무생각없어 보는내내 큰소리로 웃으면서 봤습니다배우들도 연기잘하시고강추입니다,2019.02.07 17:38,4,1
10,웃음코드 안 맞는다는 사람은 평소에그럼 뭘보고웃냐??ㄷㄷ,2019.02.07 11:52,4,1
10,정말 재미있었어요~~~,2019.02.07 08:08,4,1
10,다시 보러 가야지~~~,2019.02.07 01:13,4,1
10,명절에 보기 좋은 영화였어요!,2019.02.06 21:56,4,1
10,너무  재미있게 보았네요,2019.02.06 21:52,4,1
10,굳~:):):):)::),2019.02.06 21:32,4,1
10,진짜진짜 재미있었어요,2019.02.06 21:32,4,1
10,분명 코믹영화인데 이거 보고 경찰이 더욱 하고싶어졌다,2019.02.06 21:31,4,1
10,오랜만에 신선한 영화...강추,2019.02.06 21:30,4,1
10,너무너무재밌게 잘봤습니다.,2019.02.06 20:35,4,1
10,개꿀잼 핵잼 씹잼 졸잼 퍽킹잼,2019.02.06 20:15,4,1
10,시작부터  끝날때까지  웃을수  있는   정말  강추 하는  영화 입니다많이 웃고 스트레스  날려 버 리세요,2019.02.06 17:33,4,1
10,진짜 아무생각없이 웃기만 한 영화입니당공명 막내형사역할진짜ㅋㅋ안아파~안아파~처음으로 범인을 잡았는데 아무것도기억이안난다는ㅋㅋㅋㅋ아 모든 배우들이 진짜 찰떡이에용류승룡 이하늬 진선규 이동휘 공명 짱,2019.02.06 14:16,4,1
10,ㅇㄴ진짜 야구부에서 죽을뻔함,2019.02.06 14:14,4,1
10,장르가 말 그대로 생각없이 보는 코미디 인데 심오하게 들어가는 진지충들 머임?ㅋㅋ 평소에 웃음세포가 없는 사람들은 지루 할수 있는데 나는 80%이상 지루하지 않고 재미있게 봄 ㅋㅋ오랜만에 볼만한 코미디 영화ㅋㅋ,2019.02.06 12:45,4,1
10,두 번째 봤는데도 너무 재밌어요,2019.02.05 18:02,4,1
10,와 이거 천만갈듯...,2019.02.05 16:39,4,1
10,"지금까지 이런 액션은 없었다이것은 액션인가 코미디인가!작정하고 웃기는 영화, 극한직업!양념 하나,프라이드 하나30000원 초과!",2019.02.05 16:30,4,1
10,간만에 원없이 웃었네요! 마지막에  소상공인은  매일 목숨걸고 일한다는 대사가 왜이리 뭉클하던지요! 소상공인 자영업자 파이팅입니다^^,2019.02.05 16:26,4,1
10,웃음 가득. 유쾌한 영화. 한번더 보고싶은~,2019.02.05 16:25,4,1
10,2시간 내내 웃었어요. 보고 나와서 어디 또  이런 영화 없나 했어요. 진심 힐링되는 영화였어요.,2019.02.05 16:14,4,1
10,가족끼리 가볍게 즐기기 좋은 영화였습니다 ㅋ코미디도 좋고 액션도 있고 ㅋ재밌게 봤습니닷,2019.02.05 16:08,4,1
10,진짜 약빨고 만들었다ㅋㅋㅋ,2019.02.05 12:42,4,1
10,너무 웃겨요 ㅋㅋㅋㅋ진짜로,2019.02.05 12:34,4,1
10,두번째 보는건데 두번을 봐도 재밌어여ㅠㅠ 가족도 모드 만족해서 즐거운 연휴를 보냈습니당,2019.02.04 20:50,4,1
10,처음부터 끝까지 웃음이 안 멈춘 걱정없는 코미디영화였습니다,2019.02.04 20:41,4,1
10,올만에 코믹 영화 보는듯 굿굿구구우우ㅛ,2019.02.04 14:42,4,1
10,장담하는데 이거 천만 넘고 한국영화 신기록 세운다.,2019.02.04 03:51,4,1
10,다시 보고 싶어서 전에 봤던 내용을 지우고 싶을 정도다.,2019.02.04 03:15,4,1
10,아 진짜 너무 재밌게 봣어요~~ 근데 통닭집 어케 됫는지 쿠키영상 보고 싶었는데 ㅋㅋ 없어서 넘 아쉬웟어요 ㅜㅜ 진짜 개꿀잼 ㅎㅎ,2019.02.03 10:37,4,1
10,영화보는 내내 웃고왔어요 넘 잼있어요^^,2019.02.03 10:36,4,1
10,개콘 제작진은 반성해라,2019.02.03 10:16,4,1
10,정말 재밌게 잘봤네요 진선규님 제대로 코믹연기 대박이었어요~~,2019.02.03 03:30,4,1
10,두 번 봤는데 두 번 다 꿀잼이네요 ㅠㅠㅠㅜ,2019.02.03 02:36,4,1
10,웃음코드가 안맞아서 재미없다는 사람들은 아싸가 아닐까...?,2019.02.03 02:23,4,1
10,재밌어요 배우들연기도 다짱이구 특히액션,2019.02.02 21:55,4,1
10,너무너무 재밌게 웃다가 시간가는둘 모르게 봤네요 각각의 캐릭터 너무 재밌었습니다!!생각없이 웃고오기 너무 좋은영화,2019.02.02 18:57,4,1
10,아버지랑 같이 가서 봤는데 구석진 자리가 좋다고 하셔서 구석진 자리에 앉앗더니 액션신에서 타격소리가 찰지게 들렸네요 그리고 알고보니... 복선이였던 건가요? 복선이라는 단어가 맞는 지는 모르지만 초반부에 이하늬씨와 ...,2019.02.02 18:56,4,1
10,모두들 연기 잘합니다.마음놓고 웃었습니다. 환상적인 배우 연기독수리 5형제천만향해~~고고씽,2019.02.02 18:49,4,1
10,아무생각없이 웃으면서 보기 좋아요~,2019.02.02 18:49,4,1
10,재미있어용 연휴에 가족끼리 보기에 정말 좋아요,2019.02.02 18:49,4,1
10,연기 짱짱 진짜 재밌어서 한번 더 볼거에요,2019.02.02 18:45,4,1
10,재밌어요^^예고안보고 갔음 더 웃겼을것같아요,2019.02.02 18:43,4,1
10,재미져요재미져 봐요 시간잘가용 ㅋㅋ,2019.02.02 18:43,4,1
10,웃겨용잼나요신나요간만에,2019.02.02 18:42,4,1
10,처음부터 끝까지 웃기만 했어요,2019.02.02 18:42,4,1
